#Filter ID	λmean	λeff	λmin	λmax	Weff	ZP (Jy)	Obs. Facility	Instrument	Description
LasCumbres/LasCumbres.Bessel_R	6457.5	6312.7	5462	8580	1349.1	3037.5	LasCumbres	 	Las Cumbres Observatory Bessel R filter
CAHA/CAHA.646_10	6459.3	6458.7	6376	6544	98.7	3041.9	CAHA	 	CAHA 646.10, H Alpha Cont.
CTIO/DECam.r	6460.6	6371.3	5520	7234	1276.2	3027.3	CTIO	DECam	DECam r filter (total transmission). DR1
IAC80/TCP.R	6461.1	6331.3	5524	8485	1273.1	3034.2	IAC80	TCP	IAC80 telescope, TCP R filter
LICK/LICK.6460_15	6461.5	6461.4	6440	6487	14.7	3041.2	LICK	 	LICK, 6460_15
CAHA/ALHAMBRA.F644W_2	6462.8	6454.0	6264	6670	347.2	2941.0	CAHA	LAICA	ALHAMBRA F644W filter, quad 2
NOT/NOT.107	6463.3	6336.0	5532	8401	1275.5	3032.7	NOT	 	NOT filter 107, R_Bes 646_124
CTIO/CTIO.6371-601	6463.4	6443.9	6054	6900	608.5	2990.9	CTIO	 	CTIO 6371/601
CAHA/ALHAMBRA.A646M	6463.7	6454.8	6264	6670	347.0	2939.6	CAHA	LAICA	ALHAMBRA A646M filter
CTIO/DECam.r_old	6463.9	6374.3	5506	7238	1262.6	3025.7	CTIO	DECam	DECam r filter (total transmission). Old.
NOT/ALFOSC.Bes_R	6464.1	6330.8	5552	8523	1279.5	3033.3	NOT	ALFOSC	Bessell R
GTC/OSIRIS.sdss_r_filter	6464.8	6332.0	5280	7500	1568.9	3028.6	GTC	Osiris	GTC, Osiris, SDSS r (filter only)
CAHA/Astralux.R2_noatm	6465.1	6367.1	5409	7589	1357.4	3025.3	CAHA	Astralux	Johnson Roeser R2 filter (no atm.)
NOT/NOT.076	6466.1	6331.5	5552	8523	1280.7	3032.5	NOT	 	NOT filter 076, R_Bes 650_130
ING/ING.054	6466.3	6396.1	5665	7553	1135.8	3020.2	ING	 	ING filter 054, KPR3
CAHA/ALHAMBRA.F644W	6468.7	6460.0	6270	6675	349.6	2937.8	CAHA	LAICA	ALHAMBRA F644W filter
CAHA/ALHAMBRA.F644W_1	6468.7	6460.0	6270	6675	349.6	2937.8	CAHA	LAICA	ALHAMBRA F644W filter, quad 1
LCO/IMACS.Z2_520	6469.0	6184.1	4930	8134	2604.5	3031.6	LCO	IMACS	LCO, IMACS, Z2 520-775
WHT/PAUCam.r	6469.0	6377.3	5581	7341	1293.1	3023.6	WHT	PAUCam	PAUCam r filter
GCPD/Cousins.R_ADPS	6469.4	6358.0	5500	7950	1381.1	3028.0	 	 	Cousins R filter in GCPD (ADPS)
Generic/Cousins.R	6469.4	6358.0	5500	7950	1381.1	3028.0	 	 	Cousins R generic filter
CAHA/ALHAMBRA.F644W_4	6469.5	6460.8	6270	6675	349.2	2937.7	CAHA	LAICA	ALHAMBRA F644W filter, quad 4
CAHA/ALHAMBRA.F644W_3	6469.8	6461.2	6270	6676	348.6	2937.2	CAHA	LAICA	ALHAMBRA F644W filter, quad 3
LBT/LBCR.bessel-R	6470.5	6345.9	5580	8446	1237.5	3029.1	LBT	LBC	LBC Red Bessel R filter
FLWO/KeplerCam.R_Harris_old	6470.8	6329.8	5534	8447	1376.9	3030.1	FLWO	KeplerCam	KeplerCam Harris R old SAO filter
CFHT/CFHT.cfh1604	6471.5	6438.1	5920	7066	855.0	3004.3	CFHT	 	cfh1604 General Purpose
CAHA/Astralux.R2	6471.7	6374.3	5419	7582	1336.4	3021.6	CAHA	Astralux	Johnson Roeser R2 filter (full)
LICK/LICK.6477_75	6472.7	6472.2	6400	6550	78.4	3029.2	LICK	 	LICK, 6477_75
CAHA/CAHA.655_150	6476.1	6352.4	5000	7739	1550.1	3024.9	CAHA	 	CAHA 655.150, Roeser R2
HST/ACS_WFC.FR647M	6476.2	6460.1	6022	6922	505.6	2967.8	HST	ACS	FR647M ramp filter for HST ACS_WFC at central wavelength
HST/WFPC1-WF.F648M	6477.6	6463.4	6089	6904	475.1	2969.7	HST	WFPC1	F648M filter for HST WF/PC-1 wide field camera (detector 2)
CAHA/Astralux.R2_filter	6478.0	6378.6	5415	7614	1320.8	3019.1	CAHA	Astralux	Johnson Roeser R2 filter (filter only)
HST/WFPC1-PC.F648M	6478.7	6464.5	6089	6905	475.4	2968.9	HST	WFPC1	F648M filter for HST WF/PC-1 planetary camera (detector 6)
Rosetta/OSIRIS_NAC.F22	6481.5	6450.0	5900	7082	834.0	2998.5	Rosetta	OSIRIS_NAC	OSIRIS_NAC F22 Filter (full)
Rosetta/OSIRIS_NAC.F32	6481.5	6450.0	5900	7082	834.1	2998.5	Rosetta	OSIRIS_NAC	OSIRIS_NAC F32 Filter (full)
GTC/OSIRIS.sdss_r	6481.6	6350.0	5280	7500	1522.0	3020.1	GTC	 	GTC, OSIRIS, SDSS r filter (full trans)
CTIO/CTIO.6477-75	6484.6	6483.9	6400	6569	81.3	3008.3	CTIO	 	CTIO 6477/75
GTC/OSIRIS.F648_filter	6486.5	6479.2	6210	6724	277.5	2903.9	GTC	Osiris	GTC, Osiris, F648 (filter only)
GTC/OSIRIS.F648	6487.2	6479.9	6210	6729	278.1	2902.6	GTC	OSIRIS	GTC, OSIRIS, F648 filter (full trans)
McD/DIAFI.R	6488.1	6352.9	5570	8549	1294.3	3021.3	McDonalds	DIAFI	DIAFI R filter
CAHA/CAHA.648_168	6490.7	6372.8	5371	7845	1616.3	3016.4	CAHA	 	CAHA 648.168, Roeser R2
CTIO/CTIO.6560-900	6491.8	6457.8	5950	7000	847.0	2995.2	CTIO	 	CTIO 6560/900
ING/ING.053	6492.4	6416.1	5660	7616	1183.0	3009.3	ING	 	ING filter 053, KPR2
Cassini/ISS_NAC.HAL_GRN	6492.6	6478.0	6144	6622	67.2	2757.6	Cassini	ISS_NAC	Cassini ISS NAC comb. HAL/GRN filter (full)
Rosetta/OSIRIS_NAC.Orange	6492.9	6461.4	5901	7093	820.5	2992.6	Rosetta	OSIRIS_NAC	OSIRIS_NAC Orange Filter
AAO/AAO.aao46	6493.4	6358.4	5552	8300	1360.6	3017.0	AAO	 	AAO #46, anu 75 r, R
CFHT/CFHT.cfh1617	6494.7	6478.7	6127	6881	538.3	2964.7	CFHT	 	cfh1617 General Purpose
CFHT/CFHT.cfh4609	6495.2	6424.9	5681	7272	1274.3	3008.8	CFHT	 	cfh4609 Mould R
CFHT/CFHT.cfh1611	6496.1	6428.5	5710	7260	1257.8	3007.8	CFHT	 	cfh1611 Mould R#3
CFHT/CFHT.cfh1612	6499.4	6431.7	5712	7265	1260.9	3006.3	CFHT	 	cfh1612 Mould R#4
CAHA/PlanetCam2.VIS_R_filter	6499.4	6355.0	5491	8493	1428.2	3015.5	CAHA	PlanetCam2	PlanetCam2, VIS, R band (filter only)
KPNO/KP4in.Gunn_r	6501.3	6467.8	5923	7275	745.8	2989.7	KPNO	KP4in	Gunn r
CFHT/CFHT.cfh2601	6501.8	6501.6	6460	6545	39.9	2995.9	CFHT	 	cfh2601 General Purpose
P200/LFC.R	6502.6	6353.8	5453	8513	1473.9	3013.9	Palomar	LFC	LFC R filter (filter+ccd)
CFHT/CFHT.cfh4610	6502.7	5793.8	4222	8841	4157.0	2982.8	CFHT	 	cfh4610 General Purpose
CFHT/CFHT.cfh7602	6504.3	6440.1	5734	7216	1222.2	3003.1	CFHT	 	cfh7602 Mould R
CFHT/MOCAM.R	6504.3	6440.1	5734	7216	1222.5	3003.1	CFHT	MOCAM	MOCAM R Mould
LCO/IMACS.sloan_r	6504.3	6463.8	6002	7101	988.0	2994.8	LCO	IMACS	LCO, IMACS, Sloan r'
IAC80/CAMELOT.iac27	6506.3	6506.2	6476	6536	28.9	2989.7	IAC80	CAMELOT	CAMELOT iac27 Ha cont. interference filter
Cassini/ISS_NAC.HAL_CB1	6506.9	6501.2	6274	6614	47.7	2831.5	Cassini	ISS_NAC	Cassini ISS NAC comb. HAL/CB1 filter (full)
CFHT/CFHT.cfh1603	6507.3	6435.2	5681	7619	1172.4	3002.4	CFHT	 	cfh1603 Mould R#1
OAJ/JPAS.J0650	6508.0	6503.1	6413	6604	146.9	3631.0	OAJ	JPCam	JPAS J0650 filter
Subaru/Suprime.Rc_filter	6508.4	6450.0	5765	7368	1143.2	2998.6	Subaru	Suprime	Suprime Rc
LICK/LICK.6500_700	6511.9	6502.4	6150	6849	358.2	2925.1	LICK	 	LICK, 6500_700
Cassini/ISS_WAC.RED	6512.7	6424.7	5684	7354	1388.1	3002.4	Cassini	ISS_WAC	Cassini ISS WAC RED filter (full)
OSN/Gunn.r	6513.5	6479.4	5887	7018	835.2	2987.3	OSN	 	Gunn r filter, OSN #g03
Rosetta/OSIRIS_NAC.F82	6516.5	6483.5	5911	7112	685.4	2985.0	Rosetta	OSIRIS_NAC	OSIRIS_NAC F82 Filter (full)
LaSilla/COMBO17.R	6517.8	6412.7	5560	7625	1518.8	3003.3	LaSilla	WFI	R WFI filter for COMBO-17
GCPD/Vilnius.S	6520.0	6520.0	5849	7389	205.8	2641.7	 	 	Vilnius S filter in GCPD (revised by Mann & von Braun 2014)
Paranal/FORS1.ESO1041	6520.8	6489.6	5959	7407	748.5	2973.3	Paranal	FORS1	FORS1 ESO#1041, Gunn r La
LICK/LICK.6520_75	6523.2	6520.9	6443	6610	74.4	2803.8	LICK	 	LICK, 6520_75
P200/LFC.R_filter	6526.1	6364.7	5451	8661	1502.3	3003.7	Palomar	LFC	LFC R bessel filter (filter only)
LaSilla/WFI.White	6526.4	5601.9	3036	10783	4472.8	2878.7	La Silla	WFI	WFI White (full)
GCPD/Vilnius.S_ADPS	6526.8	6500.3	5825	7450	213.3	2872.3	 	 	Vilnius S filter in GCPD (ADPS)
HST/WFC3_UVIS2.F350LP	6527.9	5541.2	3196	10674	4617.7	2811.2	HST	WFC3	F350LP filter for HST WFC3_UVIS2
CTIO/CTIO.6520-75	6528.8	6526.0	6448	6619	78.4	2736.4	CTIO	 	CTIO 6520/75
Cassini/ISS_NAC.RED	6529.4	6441.0	5684	7345	1355.4	2994.5	Cassini	ISS_NAC	Cassini ISS NAC RED filter (full)
CTIO/CTIO.6520-76	6529.6	6526.9	6451	6606	73.4	2733.5	CTIO	 	CTIO 6520/76
LCO/WFCCD.R	6534.0	6393.5	5551	8567	1358.3	2998.1	LCO	WFCCD	WFCCD R filter
LaSilla/WFI.ESO844	6534.1	6428.6	5561	7634	1543.0	2995.2	La Silla	WFI	WFI ESO#844 (full)
GCPD/Washington.T1_ph	6534.8	6501.9	5911	7247	705.7	2969.5	 	 	Washington T1 filter in GCPD, photographic version (ADPS)
Paranal/FORS2.ESO1076	6536.2	6425.7	5584	7757	1610.9	2994.4	Paranal	FORS2	FORS2 ESO#1076, Bessell R
Cassini/ISS_WAC.Clear	6538.9	5982.6	3913	9865	2914.5	2977.6	Cassini	ISS_WAC	Cassini ISS WAC Clear filter (full)
SOFIA/HIPO.R_d575_alm	6539.7	6389.6	5414	8691	1390.1	2995.7	SOFIA	HIPO	HIPO R (dichroic 575 + Al mirror)
GCPD/Johnson.R_Landolt	6541.2	6344.3	5404	8854	1638.9	2998.5	 	 	Johnson R filter in GCPD-Landolt 1983
Subaru/HSC.NB656_filter	6543.8	6541.0	6444	6644	109.2	2680.6	Subaru	HSC	HSC NB656 (filter only)
OAO/KOOLS.Rc	6548.9	6479.4	5739	7341	1215.0	2982.1	OAO	KOOLS	KOOLS Rc (with CCD)
NAOC/BFOSC.Ha_C1	6549.3	6547.2	6472	6630	65.8	2554.8	Xinglong	BFOSC	BFOSC Halpha C1 filter
Misc/MUSYC.R_cdfs	6549.8	6444.9	5562	7642	1518.1	2987.2	CTIO	 	MUSYC ECDFS R filter
CTIO/CTIO.6454-1451	6550.1	6381.4	5489	8800	1491.1	2992.6	CTIO	 	CTIO 6454/1451
OAO/KOOLS.Rc_filter	6550.3	6480.5	5739	7343	1213.6	2981.6	OAO	KOOLS	KOOLS Rc (filter only)
WHT/PAUCam.NB655	6550.5	6548.3	6450	6650	134.5	2720.5	WHT	PAUCam	PAUCam NB655 filter
NAOC/BFOSC.Ha_C12	6552.6	6550.5	6383	6676	143.5	2735.7	Xinglong	BFOSC	BFOSC Halpha C12 filter
CAHA/CAHA.656_84	6553.3	6520.2	5791	7217	748.4	2964.7	CAHA	 	CAHA 656.84, gunn r
LaSilla/EMMI.Halpha	6553.3	6551.9	6517	6592	34.9	2381.3	LaSilla	EMMI	EMMI Halpha, ESO#654 (filter only)
ING/ING.062	6554.0	6552.2	6508	6603	59.2	2483.4	ING	 	ING filter 062, H6553
HST/WFC3_UVIS1.F350LP	6554.1	5557.7	3197	10710	4645.3	2806.4	HST	WFC3	F350LP filter for HST WFC3_UVIS1
VATT/VATT.S_vilnius	6554.3	6549.1	6234	6903	206.5	2817.5	VATT	 	VATT S Vilnius filter
SAO/SCORPIO.fn657	6554.9	6553.1	6457	6636	76.8	2559.5	SAO	SCORPIO	SCORPIO fn657
ING/ING.140	6555.0	6553.9	6529	6586	26.1	2307.4	ING	 	ING filter 140, T6568
Scorpio/SED.FN657	6555.1	6553.1	6457	6636	78.0	2566.2	Scorpio	 	SCORPIO FN657 (for HeII) middle band filter for SEDs
LaSilla/SUSI2.NB884	6555.2	6553.6	6490	6622	70.5	2524.2	La Silla	SUSI2	H alpha #884 SUSI2 filter
Paranal/SPHERE.ZIMPOL_B_Ha	6556.5	6555.0	6470	6640	59.3	2477.4	Paranal	SPHERE	ZIMPOL B_Ha filter
Cassini/ISS_NAC.HAL	6556.7	6555.3	6481	6636	94.6	2612.5	Cassini	ISS_NAC	Cassini ISS NAC HAL filter (full)
CTIO/CTIO.6559-5	6557.7	6557.2	6532	6585	9.5	2181.6	CTIO	 	CTIO 6559/5
FLWO/KeplerCam.Halpha_6563-5	6557.8	6556.6	6475	6645	56.1	2472.2	FLWO	KeplerCam	KeplerCam 656.3/5 Halpha filter
CFHT/MOCAM.Rharris	6558.0	6391.1	5553	8943	1427.7	2989.5	CFHT	MOCAM	MOCAM R Harris
CFHT/CFHT.cfh7601	6558.1	6391.3	5560	8943	1427.5	2989.4	CFHT	 	cfh7601 Harris R
LaSilla/EFOSC.ESO692	6558.4	6557.3	6490	6625	63.9	2488.8	La Silla	EFOSC	EFOSC ESO#692, Halpha
CTIO/CTIO.6560-110	6558.8	6557.5	6443	6684	110.9	2672.3	CTIO	 	CTIO 6560/110
HST/WFPC1-WF.F656N	6558.9	6558.1	6527	6585	19.1	2166.1	HST	WFPC1	F656N filter for HST WF/PC-1 wide field camera (detector 2)
HST/WFPC1-PC.F656N	6558.9	6558.1	6527	6585	19.1	2166.0	HST	WFPC1	F656N filter for HST WF/PC-1 planetary camera (detector 6)
CTIO/CTIO.6563-75-3	6559.4	6558.3	6482	6640	65.7	2498.5	CTIO	 	CTIO 6563/75-3
LaSilla/EMMI.Halpha_0	6559.8	6558.8	6486	6645	74.4	2543.6	LaSilla	EMMI	EMMI Halpha/0, ESO#596 (filter only)
CTIO/CTIO.6563-17	6559.8	6559.2	6528	6594	21.7	2178.0	CTIO	 	CTIO 6563/17
NOT/StanCam.Halpha	6560.1	6558.9	6447	6676	116.4	2677.9	NOT	StanCam	Halpha
NOT/NOT.029	6560.1	6558.9	6447	6676	116.6	2678.4	NOT	 	NOT filter 029, Halp 656_16
HST/ACS_HRC.FR656N	6560.3	6558.9	6445	6675	130.9	2707.2	HST	ACS	FR656N ramp filter for HST ACS_HRC at central wavelength
ING/ING.185	6560.3	6559.6	6525	6596	25.4	2231.0	ING	 	ING filter 185, T6568W
HST/ACS_WFC.FR656N	6560.4	6559.0	6445	6675	130.8	2707.2	HST	ACS	FR656N ramp filter for HST ACS_WFC at central wavelength
ING/ING.139	6560.8	6560.3	6535	6588	23.4	2173.2	ING	 	ING filter 139, T6565
CAHA/CAHA.655_16	6561.1	6559.4	6392	6738	170.2	2772.2	CAHA	 	CAHA 655.16, H alpha
CTIO/CTIO.6437-1525	6561.3	6404.1	5538	8325	1501.5	2985.9	CTIO	 	CTIO 6437/1525
ING/ING.060	6561.4	6560.8	6509	6620	43.3	2377.6	ING	 	ING filter 060, H6561
P200/LFC.Halpha	6561.4	6560.6	6468	6666	94.4	2614.6	Palomar	LFC	LFC Halpha aprox. filter (filter+ccd)
P200/LFC.Halpha_filter	6561.4	6560.6	6468	6666	94.5	2614.6	Palomar	LFC	LFC H-alpha aprox. filter (filter only)
HST/WFC3_UVIS2.F656N	6561.5	6561.2	6549	6574	17.7	2059.0	HST	WFC3	F656N filter for HST WFC3_UVIS2
HST/WFC3_UVIS1.F656N	6561.5	6561.2	6549	6574	17.7	2059.0	HST	WFC3	F656N filter for HST WFC3_UVIS1
LasCumbres/LasCumbres.Halpha	6561.6	6560.9	6491	6632	54.7	2445.9	LasCumbres	 	Las Cumbres Observatory narrow band H-alpha filter
FLWO/KeplerCam.Halpha_6563-1	6562.2	6561.9	6540	6582	13.0	2044.1	FLWO	KeplerCam	KeplerCam 656.3/1 Halpha filter
CFHT/CFHT.cfh2602	6562.3	6561.8	6515	6611	47.7	2356.5	CFHT	 	cfh2602 General Purpose
CTIO/CTIO.6563-12	6562.5	6562.3	6549	6575	11.3	2002.2	CTIO	 	CTIO 6563/12
CAHA/CAHA.656_1	6562.5	6562.3	6543	6582	11.9	2023.5	CAHA	 	CAHA 656.1, H alpha
CTIO/MosaicII.Halpha	6562.5	6561.9	6477	6648	82.3	2568.0	CTIO	MosaicII	CTIO ha H-alpha c6009
CFHT/CFHT.cfh1606	6563.4	6509.4	5542	7776	841.9	2960.7	CFHT	 	cfh1606 Corion
CFHT/CFHT.cfh1608	6563.5	6562.8	6463	6667	102.5	2642.9	CFHT	 	cfh1608 General Purpose
Paranal/SPHERE.ZIMPOL_N_Ha	6563.6	6562.9	6550	6580	13.0	2040.5	Paranal	SPHERE	ZIMPOL N_Ha filter
HST/WFPC2-PC.F656N	6563.8	6563.7	6538	6587	28.3	2167.0	HST	WFPC2	F656N filter for HST WFPC2 planetary camera (detector 1)
HST/WFPC2-WF.F656N	6563.8	6563.7	6538	6587	28.3	2167.0	HST	WFPC2	F656N filter for HST WFPC2 wide field camera (detector 4)
Cassini/ISS_WAC.HAL	6564.2	6563.7	6485	6635	91.7	2600.3	Cassini	ISS_WAC	Cassini ISS WAC HAL filter (full)
CFHT/CFHT.cfh1609	6564.2	6563.7	6463	6670	102.4	2642.6	CFHT	 	cfh1609 General Purpose
OSN/Halpha.6563n	6564.3	6564.2	6543	6585	14.1	2039.1	OSN	 	6563(n) Halpha redshift filter, OSN #h01
McD/DIAFI.Halpha_656_1nm	6564.5	6564.5	6546	6583	12.2	2011.2	McDonalds	DIAFI	DIAFI Halpha_656_1nm filter
NOT/NOT.064	6564.5	6564.1	6478	6631	50.4	2412.3	NOT	 	NOT filter 064, Halp 656_5
NOT/NOT.021	6565.3	6565.2	6511	6621	37.6	2316.2	NOT	 	NOT filter 021, Halp 656_3
McD/DIAFI.Halpha_656_4nm	6565.8	6565.8	6495	6640	47.3	2400.5	McDonalds	DIAFI	DIAFI Halpha_656_4nm filter
CTIO/CTIO.6552-40	6565.9	6566.1	6526	6607	38.5	2277.7	CTIO	 	CTIO 6552/40
IAC80/CAMELOT.iac40	6566.1	6566.1	6552	6579	9.2	1983.7	IAC80	CAMELOT	CAMELOT iac40 Ha interference filter
CTIO/CTIO.6563-75-4	6566.3	6566.2	6485	6648	70.0	2513.2	CTIO	 	CTIO 6563/75-4
LICK/LICK.6563_75	6566.3	6566.2	6484	6657	79.4	2551.5	LICK	 	LICK, 6563_75
LCO/IMACS.Halpha6563	6566.4	6566.5	6512	6622	46.5	2387.4	LCO	IMACS	LCO, IMACS, Halpha 6563
Liverpool/IOO.Halpha_filter	6566.5	6566.2	6469	6666	93.3	2607.4	LT	IO:O	IOO Halpha (filter only) (rest frame)
Liverpool/IOO.Halpha	6566.5	6566.2	6469	6666	93.2	2607.4	LT	IO:O	IO:O Halpha (rest frame)
CAHA/CAHA.656_2	6566.6	6566.7	6549	6584	15.5	2031.2	CAHA	 	CAHA 656.2, H alpha
ING/ING.187	6566.6	6383.8	5501	9000	1557.6	2985.8	ING	 	ING filter 187, T6373
Liverpool/RATCam.Halpha	6566.7	6566.4	6465	6669	105.9	2660.9	LT	RATCam	RATCam Halpha filter
McD/DIAFI.Halpha_656_10nm	6566.8	6566.4	6466	6670	96.4	2621.7	McDonalds	DIAFI	DIAFI Halpha_656_10nm filter
ING/ING.058	6566.9	6567.1	6516	6621	54.9	2421.8	ING	 	ING filter 058, H6559
CTIO/CTIO.6568-20	6566.9	6567.1	6542	6591	19.1	2095.5	CTIO	 	CTIO 6568/20
HST/WFC3_UVIS2.F657N	6566.9	6566.4	6476	6674	121.2	2690.5	HST	WFC3	F657N filter for HST WFC3_UVIS2
HST/WFC3_UVIS1.F657N	6567.0	6566.5	6476	6674	121.2	2690.5	HST	WFC3	F657N filter for HST WFC3_UVIS1
Gemini/GMOS-S.Ha	6567.0	6567.0	6497	6639	72.9	2522.6	Gemini	GMOS-S	GMOS-S Ha, G0336
CAHA/CAHA.657_3	6567.0	6567.3	6538	6597	27.2	2161.9	CAHA	 	CAHA 657.3
LICK/LICK.6567_15	6567.3	6567.7	6501	6648	18.6	2151.9	LICK	 	LICK, 6567_15
Subaru/Suprime.NA656_filter	6567.5	6566.3	6417	6721	143.9	2738.2	Subaru	Suprime	Suprime NA656 (filter only)
CAHA/CAHA.657_11_2	6567.7	6567.0	6433	6729	120.9	2688.3	CAHA	 	CAHA 657.11_2, H alpha
CTIO/CTIO.6563-78	6567.7	6567.8	6490	6652	68.6	2513.2	CTIO	 	CTIO 6563/78
CFHT/CFHT.cfh1632	6568.1	6568.3	6558	6579	9.3	2027.5	CFHT	 	cfh1632 General Purpose
INT/IPHAS.Ha	6568.2	6568.2	6495	6642	93.9	2609.8	INT	WFC	IPHAS Ha
INT/WFC.Halpha	6568.2	6568.2	6495	6642	93.9	2609.5	INT	WFC	Halpha 6568/95
ING/ING.197	6568.2	6568.2	6495	6642	93.9	2609.8	ING	 	ING filter 197, WFCH6568
CAHA/CAHA.657_12	6569.1	6568.8	6453	6688	118.6	2677.3	CAHA	 	CAHA 657.12, H alpha
LICK/LICK.6563_100	6569.2	6569.2	6466	6680	103.9	2640.8	LICK	 	LICK, 6563_100
CTIO/CTIO.6575-14	6569.5	6570.0	6542	6598	18.2	2142.4	CTIO	 	CTIO 6575/14
IAC80/CAMELOT.iac20	6569.6	6570.2	6522	6617	48.8	2369.7	IAC80	CAMELOT	CAMELOT iac20 Ha+[NII] interference filter
Special/Meteor.H2	6570.0	6570.0	6510	6630	120.1	2675.7	 	 	Meteor project H2 filter. Main components: HI(1)
OSN/Halpha.6563w	6570.0	6570.5	6492	6653	57.4	2461.9	OSN	 	6563(w) Halpha redshift filter, OSN #h02
CFHT/CFHT.cfh1633	6570.2	6571.0	6521	6621	49.8	2367.7	CFHT	 	cfh1633 General Purpose
CFHT/CFHT.cfh4601	6570.9	6571.2	6541	6600	11.3	2122.8	CFHT	 	cfh4601 General Purpose
CTIO/CTIO.6571-15	6571.3	6571.8	6554	6590	16.1	2149.7	CTIO	 	CTIO 6571/15
CFHT/CFHT.cfh4617	6571.3	6571.8	6550	6593	13.2	2148.8	CFHT	 	cfh4617 General Purpose
ING/ING.141	6571.4	6572.3	6545	6600	24.4	2226.7	ING	 	ING filter 141, T6577
CTIO/SOI.Halpha	6571.6	6572.2	6487	6658	74.3	2538.3	CTIO	SOI	SOI Halpha filter
CFHT/CFHT.cfh4616	6571.6	6571.8	6560	6582	9.6	2129.5	CFHT	 	cfh4616 General Purpose
Misc/AndromedA.R	6571.6	6367.2	4661	9442	1590.9	2985.5	AndromedA	 	AndromedA observatory Schuler R filter
Subaru/FOCAS.N658	6571.7	6572.4	6510	6630	73.5	2528.1	Subaru	FOCAS	FOCAS N658
CAHA/CAHA.657_11	6572.3	6572.4	6452	6694	119.3	2678.8	CAHA	 	CAHA 657.11, H alpha
LaSilla/WFI.ESO844_filter	6572.4	6464.1	5561	7671	1488.0	2977.2	La Silla	WFI	WFI ESO#844 (filter only)
GTC/OSIRIS.F657_filter	6572.5	6566.4	6261	6837	354.9	2891.9	GTC	Osiris	GTC, Osiris, F657 (filter only)
GTC/OSIRIS.F657	6574.0	6567.9	6265	6837	351.0	2891.5	GTC	OSIRIS	GTC, OSIRIS, F657 filter (full trans)
TNG/TNG.TNG22	6574.1	6575.1	6502	6640	70.1	2528.8	TNG	 	TNG filter #22. A7390
HST/WFC3_UVIS1.F658N	6574.3	6538.9	6567	6605	27.8	2613.6	HST	WFC3	F658N filter for HST WFC3_UVIS1
HST/WFC3_UVIS2.F658N	6574.6	6539.4	6567	6605	27.8	2613.6	HST	WFC3	F658N filter for HST WFC3_UVIS2
CAHA/CAHA.658_9	6574.7	6575.3	6431	6680	95.9	2621.0	CAHA	 	CAHA 658.9, H Alpha
KPNO/Mosaic.Halpha	6574.8	6575.8	6495	6658	83.1	2571.3	KPNO	Mosaic	H-alpha k1009
BOK/90prime.halpha_657	6575.2	6576.5	6508	6639	67.5	2502.6	BOK	90prime	90prime Halpha filter at 657.52nm
CTIO/ANDICAM.R_KPNO	6575.4	6499.6	5683	7608	1302.3	2970.4	CTIO	ANDICAM	ANDICAM R, KPNO
ING/ING.061	6575.5	6577.0	6524	6630	54.4	2440.1	ING	 	ING filter 061, H6570
TNO/ULTRACAM.Halpha_broad-1	6575.7	6576.5	6474	6678	96.7	2624.4	TNO	ULTRACAM	ULTRACAM Halpha broad No.1
AAO/AAO.aao24	6575.8	6499.6	5683	7608	1304.0	2970.3	AAO	 	AAO #24, kpno r, R
TNT/ULTRASPEC.Ha_broad_filter	6575.9	6576.6	6474	6678	96.7	2624.9	TNT	ULTRASPEC	Halpha broad (filter only)
TNT/ULTRASPEC.Ha_narrow_filter	6575.9	6576.6	6474	6678	96.7	2624.9	TNT	ULTRASPEC	Halpha narrow (filter only)
TNT/ULTRASPEC.rcont_filter	6575.9	6576.6	6474	6678	96.7	2624.9	TNT	ULTRASPEC	Red Continuum filter (filter only)
TNT/ULTRASPEC.Ha_broad_noatm	6576.2	6576.9	6474	6678	96.5	2625.7	TNT	ULTRASPEC	Halpha broad filter (no atm.)
TNT/ULTRASPEC.rcont_noatm	6576.2	6576.9	6474	6678	96.5	2625.7	TNT	ULTRASPEC	Red Continuum filter (no atm.)
TNT/ULTRASPEC.rcont	6576.3	6577.0	6474	6679	96.5	2626.0	TNT	ULTRASPEC	Red Continuum filter (full)
TNT/ULTRASPEC.Ha_broad	6576.3	6577.0	6474	6679	96.5	2626.0	TNT	ULTRASPEC	Halpha broad filter (full)
HST/WFPC1-WF.F658N	6576.5	6577.2	6545	6602	19.0	2352.3	HST	WFPC1	F658N filter for HST WF/PC-1 wide field camera (detector 2)
HST/WFPC1-PC.F658N	6576.5	6577.2	6545	6602	19.0	2352.4	HST	WFPC1	F658N filter for HST WF/PC-1 planetary camera (detector 6)
ING/ING.038	6576.8	6385.8	5501	9000	1586.4	2981.6	ING	 	ING filter 038, HARR3
NOT/NOT.022	6576.9	6575.8	6387	6781	183.9	2783.5	NOT	 	NOT filter 022, Halp 658_18
CAHA/CAHA.658_10	6577.0	6577.7	6439	6706	103.0	2640.7	CAHA	 	CAHA 658.10, H alpha
TNO/ULTRACAM.Halpha_broad-2	6577.0	6577.9	6474	6679	97.5	2628.9	TNO	ULTRACAM	ULTRACAM Halpha broad No.2
Gemini/GMOS-N.Ha	6577.1	6578.5	6508	6646	73.2	2534.9	Gemini	GMOS-N	GMOS-N Ha, G0310
Subaru/FOCAS.R	6577.2	6519.5	5844	7446	1159.3	2965.1	Subaru	FOCAS	FOCAS R
